ID,site,hhedu,hhhage,hhhsex,hhethnic,hhsize,u05,povline,windex3,windex5,FS_score,FS
549,viwandani,primary,36,male,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
551,korogocho,secondary,18,male,Luhya,2,0,no_(2),lowest,lowest,1,Moderately insecure
552,viwandani,secondary,35,female,Kikuyu,1,0,no_(2),lowest,lowest,2,Moderately insecure
554,korogocho,highest,18,male,Kamba,4,0,yes,middle,middle,3,Severely insecure
555,viwandani,secondary,26,male,Kikuyu,3,1,no_(2),highest,highest,0,Secure
556,viwandani,primary,29,female,Kikuyu,7,2,yes,highest,fourth,0,Secure
557,viwandani,never attended,18,female,Luo,4,0,no_(2),highest,highest,3,Severely insecure
558,korogocho,primary,43,male,Luhya,6,2,yes,highest,highest,0,Secure
561,korogocho,primary,39,male,Kikuyu,6,2,yes,highest,highest,0,Secure
562,korogocho,primary,33,female,Kamba,9,1,yes,lowest,lowest,3,Severely insecure
563,korogocho,secondary,26,male,Kikuyu,1,0,yes,lowest,lowest,1,Moderately insecure
564,korogocho,primary,38,male,Kikuyu,1,0,no_(2),middle,middle,0,Secure
567,viwandani,secondary,36,male,Kamba,4,0,no_(2),highest,fourth,0,Secure
568,korogocho,primary,53,female,Kikuyu,7,1,yes,highest,highest,0,Secure
569,viwandani,primary,35,male,Kikuyu,2,0,no_(2),lowest,second,1,Moderately insecure
571,viwandani,secondary,24,male,Luo,2,0,no_(2),lowest,second,0,Secure
573,korogocho,primary,31,female,Kikuyu,3,2,yes,lowest,lowest,0,Secure
574,viwandani,secondary,30,male,Luhya,4,2,yes,highest,highest,2,Moderately insecure
575,viwandani,primary,31,female,Luhya,1,0,no_(2),middle,second,2,Moderately insecure
578,viwandani,primary,48,male,Kamba,1,0,no_(2),middle,second,2,Moderately insecure
580,korogocho,never attended,39,female,Kikuyu,6,0,yes,middle,second,3,Severely insecure
582,viwandani,secondary,44,female,Kikuyu,3,0,no_(2),highest,highest,0,Secure
583,viwandani,secondary,47,male,Kamba,4,0,no_(2),highest,highest,0,Secure
587,korogocho,primary,45,female,Kikuyu,3,0,yes,lowest,lowest,0,Secure
590,viwandani,secondary,30,male,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
593,viwandani,highest,26,female,Kamba,1,0,no_(2),lowest,second,2,Moderately insecure
594,viwandani,secondary,31,male,Kikuyu,5,2,no_(2),highest,highest,3,Severely insecure
595,viwandani,primary,54,male,Kamba,1,0,no_(2),lowest,second,2,Moderately insecure
596,viwandani,primary,43,male,Other,6,0,yes,highest,highest,2,Moderately insecure
597,viwandani,secondary,51,male,Kikuyu,2,0,no_(2),middle,middle,0,Secure
598,korogocho,primary,41,male,Luo,2,0,no_(2),highest,highest,0,Secure
599,viwandani,primary,59,female,Kikuyu,5,0,no_(2),highest,highest,0,Secure
600,korogocho,never attended,65,female,Kikuyu,6,0,yes,middle,middle,3,Severely insecure
602,viwandani,secondary,45,male,Kamba,1,0,no_(2),middle,fourth,0,Secure
603,korogocho,highest,41,male,Other,7,3,yes,highest,highest,0,Secure
604,viwandani,primary,35,male,Kamba,2,0,no_(2),lowest,lowest,2,Moderately insecure
605,viwandani,secondary,41,male,Other,7,1,yes,highest,fourth,3,Severely insecure
607,korogocho,secondary,26,male,Luhya,3,1,no_(2),lowest,second,1,Moderately insecure
609,korogocho,primary,32,male,Other,3,1,yes,highest,highest,0,Secure
610,korogocho,primary,42,male,Kikuyu,6,0,yes,highest,fourth,0,Secure
611,viwandani,secondary,26,male,Kikuyu,3,1,no_(2),highest,highest,2,Moderately insecure
618,korogocho,secondary,18,male,Luhya,5,0,yes,highest,fourth,0,Secure
619,korogocho,secondary,25,male,Luo,4,2,yes,highest,fourth,1,Moderately insecure
621,viwandani,secondary,28,female,Kamba,1,0,no_(2),middle,middle,0,Secure
622,viwandani,primary,35,female,Kamba,4,1,no_(2),middle,middle,1,Moderately insecure
623,korogocho,never attended,78,female,Luhya,4,0,yes,lowest,second,2,Moderately insecure
624,korogocho,secondary,24,male,Luo,4,1,yes,highest,highest,0,Secure
626,viwandani,secondary,28,male,Kamba,3,1,no_(2),lowest,second,0,Secure
628,viwandani,primary,37,male,Kikuyu,6,2,yes,highest,highest,2,Moderately insecure
631,korogocho,secondary,41,female,Kikuyu,2,0,no_(2),highest,highest,0,Secure
634,viwandani,secondary,41,male,Kamba,2,0,no_(2),highest,highest,0,Secure
636,viwandani,secondary,39,male,Luo,4,0,no_(2),highest,fourth,0,Secure
639,viwandani,secondary,36,male,Kisii,4,1,no_(2),highest,highest,0,Secure
641,viwandani,secondary,24,female,Kamba,4,1,no_(2),highest,fourth,0,Secure
644,viwandani,primary,45,female,Luhya,3,0,no_(2),highest,highest,0,Secure
647,korogocho,primary,50,female,Luo,3,0,no_(2),middle,middle,1,Moderately insecure
650,korogocho,secondary,27,female,Kikuyu,2,0,no_(2),highest,fourth,0,Secure
651,korogocho,primary,68,female,Luo,18,3,yes,lowest,second,3,Severely insecure
652,viwandani,secondary,28,female,Kikuyu,3,1,no_(2),highest,highest,2,Moderately insecure
653,korogocho,secondary,29,male,Kikuyu,3,1,yes,middle,middle,0,Secure
655,viwandani,primary,21,female,Luhya,3,2,yes,lowest,second,3,Severely insecure
656,korogocho,never attended,48,male,Other,3,0,yes,highest,fourth,2,Moderately insecure
657,korogocho,secondary,51,male,Kikuyu,9,0,yes,highest,highest,0,Secure
660,korogocho,primary,27,male,Luhya,5,2,yes,middle,middle,3,Severely insecure
661,viwandani,secondary,28,female,Kisii,1,0,no_(2),middle,fourth,0,Secure
662,viwandani,secondary,32,male,Kamba,1,0,no_(2),middle,middle,2,Moderately insecure
663,viwandani,secondary,30,male,Luo,3,1,no_(2),highest,fourth,0,Secure
664,korogocho,primary,63,male,Luhya,1,0,no_(2),lowest,second,1,Moderately insecure
667,korogocho,primary,44,female,Kikuyu,6,1,yes,highest,highest,1,Moderately insecure
668,korogocho,secondary,35,female,Kikuyu,2,0,no_(2),middle,middle,0,Secure
670,viwandani,secondary,46,male,Kikuyu,4,0,no_(2),highest,fourth,0,Secure
671,korogocho,primary,53,male,Luhya,7,0,yes,highest,fourth,3,Severely insecure
672,viwandani,secondary,40,male,Luhya,6,0,no_(2),highest,highest,0,Secure
673,viwandani,secondary,51,male,Kisii,1,0,no_(2),middle,second,0,Secure
674,viwandani,secondary,34,male,Kikuyu,4,1,yes,highest,highest,0,Secure
675,korogocho,primary,30,female,Kikuyu,4,1,yes,highest,fourth,2,Moderately insecure
681,viwandani,secondary,31,male,Luo,6,1,yes,highest,fourth,3,Severely insecure
682,viwandani,secondary,28,male,Kamba,2,0,no_(2),highest,highest,0,Secure
683,viwandani,secondary,28,female,Luhya,4,0,no_(2),lowest,lowest,0,Secure
684,viwandani,primary,39,male,Kikuyu,1,0,no_(2),middle,middle,2,Moderately insecure
685,korogocho,primary,50,male,Kikuyu,7,1,yes,highest,fourth,3,Severely insecure
688,viwandani,secondary,37,male,Luo,6,0,no_(2),highest,highest,0,Secure
689,korogocho,primary,30,male,Kamba,2,0,no_(2),middle,second,0,Secure
691,korogocho,primary,71,male,Kikuyu,1,0,no_(2),lowest,second,0,Secure
692,viwandani,secondary,34,male,Kamba,1,0,no_(2),highest,highest,0,Secure
693,viwandani,secondary,27,male,Kamba,1,0,no_(2),lowest,second,1,Moderately insecure
694,korogocho,never attended,66,male,Kikuyu,1,0,no_(2),lowest,second,1,Moderately insecure
695,korogocho,primary,29,male,Kikuyu,3,1,no_(2),highest,highest,0,Secure
699,viwandani,secondary,37,female,Kikuyu,7,0,yes,highest,fourth,2,Moderately insecure
700,korogocho,primary,32,male,Kikuyu,2,0,no_(2),middle,fourth,1,Moderately insecure
701,viwandani,secondary,29,male,Kamba,5,1,yes,middle,fourth,3,Severely insecure
702,viwandani,secondary,40,male,Luhya,3,0,no_(2),middle,middle,0,Secure
703,viwandani,primary,42,male,Kikuyu,3,0,yes,highest,fourth,3,Severely insecure
706,viwandani,secondary,44,male,Luhya,6,1,yes,middle,fourth,3,Severely insecure
707,viwandani,primary,54,male,Kikuyu,5,0,no_(2),highest,highest,0,Secure
708,viwandani,primary,25,female,Kikuyu,3,0,no_(2),highest,fourth,0,Secure
711,korogocho,never attended,31,female,Other,3,1,yes,lowest,second,3,Severely insecure
712,viwandani,secondary,31,male,Kikuyu,4,1,no_(2),highest,fourth,2,Moderately insecure
716,korogocho,primary,43,male,Luhya,5,1,yes,middle,middle,1,Moderately insecure
717,viwandani,primary,44,female,Kamba,1,0,no_(2),highest,highest,2,Moderately insecure
718,korogocho,secondary,60,male,Kamba,7,0,yes,highest,highest,3,Severely insecure
723,viwandani,highest,27,male,Luo,3,1,no_(2),highest,fourth,2,Moderately insecure
727,viwandani,primary,40,male,Kikuyu,5,0,yes,highest,fourth,0,Secure
728,korogocho,secondary,50,male,Luo,6,0,no_(2),highest,highest,0,Secure
729,viwandani,secondary,52,male,Kikuyu,1,0,no_(2),highest,fourth,2,Moderately insecure
731,korogocho,primary,24,male,Kikuyu,5,2,yes,middle,second,1,Moderately insecure
732,korogocho,primary,18,male,Luo,4,0,no_(2),highest,fourth,3,Severely insecure
733,viwandani,primary,30,female,Kamba,1,0,no_(2),middle,middle,2,Moderately insecure
734,viwandani,primary,25,male,Kamba,2,0,no_(2),highest,fourth,0,Secure
735,viwandani,secondary,25,male,Luhya,3,1,no_(2),highest,highest,2,Moderately insecure
736,korogocho,primary,52,male,Luhya,10,1,yes,middle,middle,1,Moderately insecure
737,viwandani,primary,40,female,Kamba,3,0,no_(2),highest,fourth,0,Secure
738,korogocho,primary,50,male,Luhya,7,0,yes,lowest,lowest,3,Severely insecure
739,viwandani,primary,36,male,Kamba,6,2,yes,middle,second,2,Moderately insecure
740,viwandani,secondary,34,male,Kamba,3,1,yes,lowest,second,2,Moderately insecure
741,viwandani,primary,61,female,Luhya,6,0,yes,lowest,lowest,3,Severely insecure
742,viwandani,highest,42,male,Kamba,5,0,no_(2),highest,highest,0,Secure
744,viwandani,secondary,37,male,Kamba,1,0,no_(2),lowest,second,0,Secure
745,korogocho,secondary,46,male,Luo,1,0,no_(2),middle,fourth,0,Secure
746,korogocho,primary,34,male,Kikuyu,4,1,yes,middle,second,3,Severely insecure
748,viwandani,secondary,35,male,Kamba,3,1,yes,highest,fourth,0,Secure
752,viwandani,secondary,51,female,Kikuyu,3,0,yes,highest,highest,2,Moderately insecure
759,viwandani,secondary,26,male,Kikuyu,1,0,no_(2),highest,fourth,0,Secure
761,viwandani,secondary,41,male,Kikuyu,5,0,no_(2),middle,middle,1,Moderately insecure
763,korogocho,primary,76,female,Kikuyu,3,0,no_(2),middle,second,0,Secure
768,viwandani,highest,28,male,Kikuyu,4,2,yes,highest,highest,2,Moderately insecure
770,viwandani,secondary,45,male,Kamba,1,0,no_(2),middle,second,0,Secure
771,korogocho,primary,41,male,Kikuyu,3,0,no_(2),highest,highest,0,Secure
772,korogocho,secondary,42,male,Kamba,1,0,no_(2),middle,second,0,Secure
773,viwandani,primary,37,male,Luhya,1,0,no_(2),middle,middle,2,Moderately insecure
774,viwandani,secondary,18,male,Kikuyu,3,1,yes,highest,fourth,0,Secure
775,korogocho,primary,23,male,Luo,3,0,no_(2),middle,fourth,1,Moderately insecure
776,viwandani,secondary,35,male,Kamba,4,0,no_(2),highest,highest,1,Moderately insecure
779,korogocho,primary,33,female,Kamba,6,0,yes,highest,fourth,3,Severely insecure
780,korogocho,secondary,34,female,Kikuyu,5,0,yes,highest,highest,0,Secure
784,korogocho,never attended,62,female,Kikuyu,1,0,no_(2),highest,fourth,1,Moderately insecure
785,korogocho,primary,48,male,Kamba,6,0,yes,highest,highest,3,Severely insecure
786,viwandani,primary,58,male,Luhya,1,0,no_(2),lowest,second,0,Secure
787,korogocho,secondary,28,female,Luhya,2,0,no_(2),middle,fourth,3,Severely insecure
788,viwandani,secondary,37,male,Luhya,3,0,no_(2),middle,middle,0,Secure
789,viwandani,primary,26,male,Luhya,1,0,no_(2),lowest,second,0,Secure
791,korogocho,primary,59,female,Kikuyu,5,1,yes,middle,middle,3,Severely insecure
792,korogocho,primary,34,male,Kikuyu,5,2,yes,highest,fourth,2,Moderately insecure
794,viwandani,secondary,36,male,Kamba,4,0,no_(2),highest,fourth,1,Moderately insecure
795,korogocho,primary,25,male,Kamba,3,0,yes,highest,highest,0,Secure
798,korogocho,primary,30,male,Kikuyu,4,1,yes,middle,middle,3,Severely insecure
800,viwandani,secondary,39,male,Luo,8,2,yes,highest,highest,0,Secure
803,viwandani,primary,29,male,Kamba,4,1,no_(2),highest,fourth,0,Secure
804,korogocho,highest,29,male,Luo,3,0,yes,highest,fourth,3,Severely insecure
805,viwandani,secondary,42,male,Kamba,1,0,no_(2),middle,middle,0,Secure
807,viwandani,primary,60,male,Luhya,2,0,yes,middle,middle,3,Severely insecure
808,viwandani,primary,38,female,Kisii,3,0,no_(2),lowest,second,0,Secure
809,viwandani,primary,24,male,Kamba,3,1,no_(2),highest,fourth,1,Moderately insecure
810,korogocho,primary,29,male,Kikuyu,4,2,no_(2),middle,middle,0,Secure
811,viwandani,secondary,54,male,Kikuyu,1,0,no_(2),highest,highest,0,Secure
818,viwandani,secondary,30,male,Kikuyu,3,0,no_(2),lowest,second,0,Secure
819,korogocho,primary,32,female,Luhya,3,0,yes,lowest,lowest,3,Severely insecure
823,viwandani,secondary,34,male,Kikuyu,4,2,no_(2),middle,fourth,3,Severely insecure
826,korogocho,primary,37,male,Other,11,2,yes,middle,middle,3,Severely insecure
828,viwandani,secondary,54,male,Kikuyu,1,0,no_(2),middle,second,2,Moderately insecure
830,viwandani,secondary,38,male,Luo,6,1,yes,highest,highest,1,Moderately insecure
833,viwandani,secondary,24,male,Luo,4,1,yes,highest,highest,3,Severely insecure
834,viwandani,highest,36,male,Kikuyu,3,1,no_(2),middle,middle,0,Secure
835,viwandani,secondary,24,male,Kikuyu,3,0,no_(2),highest,fourth,0,Secure
836,viwandani,secondary,26,male,Kisii,3,1,no_(2),highest,highest,2,Moderately insecure
837,viwandani,primary,27,female,Kamba,3,1,yes,lowest,lowest,2,Moderately insecure
838,korogocho,primary,25,male,Other,2,0,yes,highest,highest,0,Secure
840,korogocho,secondary,45,male,Luhya,1,0,no_(2),highest,fourth,2,Moderately insecure
843,viwandani,primary,36,female,Kamba,4,0,yes,highest,highest,3,Severely insecure
844,korogocho,primary,43,female,Luhya,3,0,yes,lowest,lowest,3,Severely insecure
845,korogocho,primary,68,male,Kamba,1,0,no_(2),lowest,lowest,2,Moderately insecure
847,viwandani,secondary,40,male,Kisii,6,1,yes,highest,highest,3,Severely insecure
850,korogocho,primary,34,male,Luhya,3,1,no_(2),middle,middle,2,Moderately insecure
851,viwandani,primary,33,male,Kamba,3,0,yes,lowest,lowest,3,Severely insecure
853,korogocho,primary,29,male,Luhya,3,0,no_(2),highest,fourth,3,Severely insecure
855,viwandani,primary,47,female,Kikuyu,4,0,no_(2),middle,middle,1,Moderately insecure
856,viwandani,secondary,39,male,Kamba,1,0,yes,lowest,lowest,0,Secure
858,viwandani,secondary,31,male,Kamba,1,0,no_(2),lowest,second,0,Secure
859,viwandani,secondary,34,male,Kamba,4,2,no_(2),highest,highest,3,Severely insecure
861,viwandani,secondary,24,male,Luhya,1,0,no_(2),highest,fourth,0,Secure
862,korogocho,secondary,20,male,Luo,4,0,yes,middle,fourth,2,Moderately insecure
863,korogocho,never attended,65,female,Other,9,0,yes,highest,highest,3,Severely insecure
865,viwandani,secondary,47,female,Luhya,5,2,yes,highest,highest,0,Secure
866,viwandani,secondary,27,male,Kamba,3,1,no_(2),middle,middle,0,Secure
868,viwandani,secondary,41,male,Kamba,1,0,no_(2),middle,middle,0,Secure
870,viwandani,secondary,51,male,Kamba,1,0,no_(2),lowest,second,2,Moderately insecure
873,viwandani,secondary,51,male,Luhya,2,0,no_(2),middle,middle,2,Moderately insecure
874,viwandani,secondary,33,male,Kikuyu,3,1,no_(2),middle,middle,0,Secure
876,korogocho,primary,49,male,Luhya,1,0,no_(2),highest,fourth,0,Secure
878,viwandani,secondary,41,male,Kikuyu,4,1,yes,highest,highest,2,Moderately insecure
879,korogocho,primary,46,female,Kikuyu,1,0,no_(2),highest,highest,1,Moderately insecure
880,korogocho,primary,23,male,Luo,1,0,no_(2),middle,middle,0,Secure
884,korogocho,primary,47,male,Kikuyu,2,0,no_(2),highest,highest,1,Moderately insecure
891,viwandani,primary,50,male,Luhya,5,0,yes,middle,middle,1,Moderately insecure
893,viwandani,secondary,46,male,Kisii,2,0,no_(2),middle,middle,2,Moderately insecure
896,viwandani,secondary,28,male,Kisii,4,1,yes,middle,middle,0,Secure
898,korogocho,secondary,31,male,Kikuyu,3,0,no_(2),highest,fourth,0,Secure
899,korogocho,secondary,33,male,Luhya,6,1,yes,middle,middle,0,Secure
901,korogocho,primary,53,female,Luo,3,0,yes,lowest,second,3,Severely insecure
905,korogocho,secondary,39,female,Kamba,5,0,no_(2),middle,middle,3,Severely insecure
906,viwandani,secondary,40,male,Kisii,2,0,no_(2),middle,middle,2,Moderately insecure
907,viwandani,primary,46,male,Kamba,5,1,yes,highest,fourth,2,Moderately insecure
908,viwandani,secondary,31,male,Kikuyu,3,1,no_(2),highest,fourth,0,Secure
914,viwandani,primary,27,male,Luhya,3,0,yes,middle,second,0,Secure
916,korogocho,secondary,43,female,Luhya,4,0,yes,lowest,lowest,3,Severely insecure
917,korogocho,primary,33,male,Luhya,6,0,yes,highest,fourth,0,Secure
918,korogocho,highest,34,female,Luo,4,0,yes,lowest,second,3,Severely insecure
919,korogocho,secondary,18,female,Kikuyu,4,0,yes,lowest,second,3,Severely insecure
922,korogocho,secondary,36,male,Luhya,2,0,no_(2),middle,middle,2,Moderately insecure
923,korogocho,primary,52,male,Luhya,1,0,no_(2),lowest,lowest,1,Moderately insecure
924,korogocho,primary,25,male,Kikuyu,1,0,yes,middle,fourth,1,Moderately insecure
927,viwandani,secondary,29,male,Kisii,4,1,no_(2),middle,middle,0,Secure
928,viwandani,highest,31,male,Kisii,3,0,no_(2),middle,fourth,1,Moderately insecure
929,viwandani,secondary,41,male,Kikuyu,1,0,no_(2),lowest,lowest,3,Severely insecure
934,korogocho,primary,18,male,Other,5,0,yes,highest,highest,0,Secure
935,viwandani,secondary,26,male,Luhya,3,1,no_(2),highest,fourth,2,Moderately insecure
936,korogocho,never attended,51,male,Other,6,0,no_(2),lowest,second,0,Secure
937,viwandani,secondary,25,male,Luhya,3,1,yes,highest,highest,0,Secure
939,korogocho,primary,49,male,Luhya,2,0,no_(2),highest,highest,0,Secure
941,viwandani,secondary,23,male,Kamba,3,1,yes,middle,middle,1,Moderately insecure
944,korogocho,primary,59,male,Kikuyu,2,0,no_(2),highest,highest,1,Moderately insecure
946,viwandani,secondary,27,male,Kisii,1,0,no_(2),lowest,second,1,Moderately insecure
952,korogocho,secondary,22,male,Luhya,3,1,no_(2),highest,highest,1,Moderately insecure
953,viwandani,secondary,24,male,Luhya,3,1,yes,highest,highest,3,Severely insecure
962,viwandani,secondary,29,male,Kisii,2,0,no_(2),middle,second,0,Secure
963,korogocho,never attended,56,male,Other,3,1,yes,middle,middle,2,Moderately insecure
965,korogocho,secondary,27,male,Kisii,1,0,no_(2),highest,highest,0,Secure
967,korogocho,secondary,31,male,Luhya,4,1,yes,middle,middle,3,Severely insecure
968,korogocho,secondary,24,female,Luo,8,3,yes,lowest,second,0,Secure
969,viwandani,secondary,50,male,Kikuyu,2,0,no_(2),highest,highest,0,Secure
970,viwandani,secondary,42,male,Kisii,1,0,no_(2),highest,highest,0,Secure
974,viwandani,secondary,35,male,Kamba,4,1,no_(2),highest,highest,0,Secure
976,viwandani,secondary,27,male,Luo,4,1,yes,middle,middle,1,Moderately insecure
979,korogocho,primary,74,female,Kikuyu,1,0,no_(2),lowest,lowest,0,Secure
980,viwandani,secondary,41,female,Kikuyu,5,1,yes,lowest,second,3,Severely insecure
981,korogocho,primary,46,female,Kikuyu,3,0,yes,highest,highest,2,Moderately insecure
982,viwandani,primary,29,female,Kamba,1,0,no_(2),lowest,lowest,0,Secure
986,korogocho,primary,32,male,Luhya,5,1,yes,highest,highest,3,Severely insecure
987,viwandani,primary,44,female,Kamba,1,0,no_(2),middle,fourth,0,Secure
989,viwandani,secondary,42,male,Kamba,6,2,yes,lowest,second,3,Severely insecure
